PV Yield (kWh),Amount of PV panel,WATT,Temperature(°F),Humidity (%),Wind Speed (mph),Pressure (in),Hours,where
3.94,6.00,540.00,83.2,59.1,4.1,29.9,12.36,1
3.16,6.00,540.00,83.1,58.5,6.5,29.9,12.35,1
3.76,6.00,540.00,84.2,59.4,3.3,29.9,12.35,1
3.64,6.00,540.00,85.6,55,3.4,29.8,12.34,1
4.44,6.00,540.00,84.3,61.7,4.7,29.8,12.34,1
2.87,6.00,540.00,84.8,64.6,4.9,29.9,12.33,1
2.21,6.00,540.00,84.8,59,4.5,29.9,12.32,1
1.83,6.00,540.00,83.5,65.3,6.2,29.9,12.32,1
2.78,6.00,540.00,79.6,59,7.6,30,12.31,1
3.4,6.00,540.00,77.5,60.8,8,30,12.31,1
2.79,6.00,540.00,79.5,57.4,7.6,30,12.30,1
4.13,6.00,540.00,82.2,58.3,7.3,30,12.30,1
3.11,6.00,540.00,82.7,59.1,5.8,30,12.30,1
2.55,6.00,540.00,82.8,56.1,6.5,30,12.29,1
2.69,6.00,540.00,83.6,60.6,5.8,29.9,12.29,1
3.2,6.00,540.00,83,65.2,5.3,29.9,12.28,1
3.98,6.00,540.00,85.3,63.8,5.6,29.9,12.37,1
3.79,6.00,540.00,83.4,75.6,4.6,29.9,12.37,1
3.09,6.00,540.00,84.6,69.4,5.9,29.9,12.38,1
2.84,6.00,540.00,83.3,74.7,5.8,29.9,12.39,1
2.86,6.00,540.00,84.4,73.8,4.9,29.8,12.38,1
2.88,6.00,540.00,85.3,71.2,5.7,29.9,12.39,1
2.92,6.00,540.00,82.9,70.8,7.6,29.9,12.39,1
3.03,6.00,540.00,84.2,67.8,4.2,29.9,12.39,1
2.23,6.00,540.00,85.2,67.4,3.4,29.8,12.39,1
3.65,6.00,540.00,86.1,66.4,3.2,29.8,12.40,1
3.53,6.00,540.00,86,68.5,4,29.8,12.39,1
2.74,6.00,540.00,86.7,64.9,3.4,29.8,12.40,1
3.57,6.00,540.00,85.7,68.9,5.5,29.9,12.40,1
1.93,6.00,540.00,85.4,64.6,5.5,29.9,12.40,1
2.75,6.00,540.00,86.5,62.8,4.1,29.9,12.41,1
2.83,6.00,540.00,87.3,61.3,4.2,29.9,12.40,1
1.32,6.00,540.00,86.5,62.3,7,29.9,12.41,1
2.89,6.00,540.00,84.1,62.7,5.5,29.9,12.41,1
1.63,6.00,540.00,85.2,60.8,5,29.9,12.41,1
2.92,6.00,540.00,85.1,61.7,4,29.9,12.41,1
3,6.00,540.00,80.9,59.7,6.5,29.9,12.41,1
1.67,6.00,540.00,75.3,57.7,7,30,12.41,1
1.37,6.00,540.00,73.8,51.4,9.3,30.1,12.41,1
1.4,6.00,540.00,74.4,49.8,10.2,30.1,12.41,1
2.09,6.00,540.00,75.3,51.5,7.6,30,12.41,1
2.48,6.00,540.00,77,52.4,6.2,30,12.41,1
2.67,6.00,540.00,79.9,57.2,5,30,12.41,1
3.35,6.00,540.00,81.8,56.6,6.5,30,12.40,1
2.38,6.00,540.00,82.7,56.8,5.5,29.9,12.40,1
2.76,6.00,540.00,83.3,59.7,5.9,29.9,12.40,1
2.01,6.00,540.00,84.7,59.5,5,29.9,12.40,1
3.23,6.00,540.00,84.3,71.6,6.9,29.9,12.22,1
5.76,6.00,540.00,85,70.4,5.2,29.9,12.22,1
4.11,6.00,540.00,86.1,71.1,4.7,29.8,12.22,1
3.02,6.00,540.00,84.2,76.1,4.1,29.8,12.24,1
1.62,6.00,540.00,82.8,82,3.4,29.8,12.24,1
2.65,6.00,540.00,84.5,76.7,5,29.8,12.24,1
3.77,6.00,540.00,82.8,79.6,5.3,29.9,12.26,1
5,6.00,540.00,84.4,77.2,3.5,29.8,12.26,1
3.86,6.00,540.00,83.3,78.2,4.8,29.8,12.27,1
3.85,6.00,540.00,83.8,78.8,4,29.9,12.27,1
2.61,6.00,540.00,83.2,82.6,4.9,29.9,12.27,1
2.74,6.00,540.00,83.5,80,5.8,29.9,12.29,1
4.49,6.00,540.00,85.6,73.9,5.2,29.9,12.29,1
3.19,6.00,540.00,85.8,71.3,6.7,29.9,12.30,1
3.68,6.00,540.00,84.5,68.8,6.9,29.9,12.30,1
4.29,6.00,540.00,84.2,73.8,5.3,29.9,12.30,1
2.78,6.00,540.00,79.9,69.7,6.6,30,12.31,1
2.4,6.00,540.00,77.2,58.3,7,30,12.31,1
2.37,6.00,540.00,76.9,59.1,6.2,30,12.32,1
2.02,6.00,540.00,78.9,58.4,5.6,29.9,12.32,1
1.96,6.00,540.00,80.9,60.2,5.2,29.9,12.33,1
3.42,6.00,540.00,82.7,63.4,4.7,29.8,12.33,1
2.77,6.00,540.00,83.7,59.2,5.6,29.8,12.34,1
2.63,6.00,540.00,83.6,63.2,6,29.9,12.34,1
2.84,6.00,540.00,82.4,59.5,5.6,29.9,12.35,1
2.31,6.00,540.00,84.4,59.6,6.3,29.9,12.35,1
3.42,6.00,540.00,83.7,65.8,7.1,29.9,12.36,1
2.28,6.00,540.00,80.8,58.5,5.6,29.9,12.36,1
2.08,6.00,540.00,80.7,59.9,7,29.9,12.37,1
2.17,6.00,540.00,84.4,59.8,6.4,29.9,12.36,1
5.73,6.00,540.00,85.5,73.8,6.3,29.8,11.59,1
6.7,6.00,540.00,85.9,70.4,7,29.8,12.00,1
5.13,6.00,540.00,84.3,77.1,7.4,29.8,12.01,1
3.8,6.00,540.00,82,85.1,4.2,29.8,12.01,1
5.13,6.00,540.00,82.7,86.2,4.9,29.8,12.02,1
2.77,6.00,540.00,82.8,86.7,3.8,29.8,12.03,1
3.84,6.00,540.00,84.1,78,5.8,29.8,12.04,1
4.74,6.00,540.00,83.4,81,5.3,29.8,12.04,1
6.17,6.00,540.00,84.8,72.9,5.4,29.8,12.06,1
4.37,6.00,540.00,81.7,86,4,29.8,12.06,1
3.21,6.00,540.00,83.5,82.7,5.7,29.9,12.07,1
7.47,6.00,540.00,84.8,79.5,4.2,29.9,12.08,1
7.64,6.00,540.00,86.6,74.8,5.7,29.9,12.08,1
7.28,6.00,540.00,87.7,68,5.6,29.8,12.09,1
5.14,6.00,540.00,87.4,70.1,5.5,29.8,12.10,1
6,6.00,540.00,85.3,75,4.6,29.8,12.10,1
7.06,6.00,540.00,86.1,69.2,4.5,29.8,12.12,1
5.95,6.00,540.00,85.4,72.5,5.1,29.8,12.12,1
4.12,6.00,540.00,83.6,77.8,5.2,29.8,12.13,1
5.18,6.00,540.00,86.5,71.9,4.4,29.8,12.13,1
3.72,6.00,540.00,81.1,83.7,4.7,29.9,12.14,1
6.57,6.00,540.00,82.8,79.8,5.7,29.9,12.14,1
4.75,6.00,540.00,84.7,73.5,3,29.9,12.16,1
4.68,6.00,540.00,84.9,77.7,4.4,29.9,12.16,1
5.78,6.00,540.00,85,76.4,4.2,29.9,12.17,1
4.68,6.00,540.00,84.8,78.2,5,29.8,12.17,1
3.21,6.00,540.00,83.6,82,4.3,29.8,12.18,1
3.57,6.00,540.00,82.9,84.2,2.9,29.8,12.19,1
2.81,6.00,540.00,82.9,85.7,4,29.8,12.20,1
3.44,6.00,540.00,82.3,84.3,6.2,29.9,12.20,1
5.03,6.00,540.00,83.6,77,7.1,29.9,12.21,1
5.43,6.00,540.00,85.6,76.1,8,29.7,11.37,1
5.61,6.00,540.00,86.9,70.8,8.1,29.7,11.37,1
5.04,6.00,540.00,87.6,66,8.1,29.6,11.38,1
4.84,6.00,540.00,86.6,73.4,6.7,29.6,11.39,1
6.6,6.00,540.00,87.3,63.5,10.1,29.7,11.40,1
4.64,6.00,540.00,86.1,66.1,8.2,29.8,11.40,1
3.92,6.00,540.00,87.5,64.6,8,29.8,11.41,1
8.02,6.00,540.00,85.5,68.5,9.8,29.8,11.42,1
6.26,6.00,540.00,85.6,70.5,8.6,29.7,11.42,1
4.75,6.00,540.00,82.8,83.5,6.1,29.7,11.43,1
4.46,6.00,540.00,83.2,79.7,7.6,29.8,11.44,1
4.2,6.00,540.00,83.7,76.5,7.1,29.8,11.45,1
3.77,6.00,540.00,84.4,73.2,6.5,29.8,11.45,1
5.81,6.00,540.00,84,75,8,29.8,11.46,1
5.51,6.00,540.00,84.4,73.8,10,29.7,11.47,1
5.09,6.00,540.00,83.8,74.7,7.8,29.7,11.48,1
6.09,6.00,540.00,84.6,76.8,5.7,29.7,11.48,1
6.34,6.00,540.00,81.7,84.8,5.8,29.8,11.50,1
6.25,6.00,540.00,85.2,75.3,3.7,29.8,11.51,1
7.13,6.00,540.00,87.2,71.3,6.8,29.8,11.51,1
7.45,6.00,540.00,83,81.6,6.9,29.8,11.52,1
5.77,6.00,540.00,84.2,76.9,5.6,29.8,11.53,1
3.55,6.00,540.00,83.7,77.3,4.2,29.8,11.54,1
4.9,6.00,540.00,83.8,80.9,4,29.7,11.54,1
6.13,6.00,540.00,85.4,77.3,3.4,29.7,11.55,1
5.73,6.00,540.00,83.3,81.6,5.7,29.7,11.56,1
5.14,6.00,540.00,81.5,87.8,5.8,29.7,11.57,1
4.33,6.00,540.00,81.4,89.5,7.8,29.7,11.57,1
5.29,6.00,540.00,83.3,81.3,7.8,29.8,11.58,1
2.57,6.00,540.00,82.1,84.7,5.3,29.8,11.59,1
5.8,6.00,540.00,87,71,8.3,29.7,11.16,1
3.96,6.00,540.00,85.6,75.4,5.9,29.7,11.17,1
4.87,6.00,540.00,84.3,78.6,7.7,29.7,11.17,1
4.48,6.00,540.00,85.1,76.3,7.1,29.8,11.18,1
8.08,6.00,540.00,86.7,67.2,8.3,29.8,11.19,1
3.77,6.00,540.00,86.3,68.9,9.4,29.8,11.19,1
5.42,6.00,540.00,86.2,68.7,8.3,29.7,11.20,1
5.23,6.00,540.00,84.9,72.9,6.7,29.8,11.20,1
3.94,6.00,540.00,85.3,75.8,6.2,29.8,11.21,1
6.58,6.00,540.00,86.9,67.8,8,29.8,11.22,1
7.27,6.00,540.00,86.8,68.5,9.2,29.8,11.22,1
5.11,6.00,540.00,85.8,70.8,9.1,29.7,11.23,1
8.38,6.00,540.00,87.3,68.6,9.2,29.7,11.23,1
6.3,6.00,540.00,87.8,67.2,9.8,29.7,11.24,1
3.91,6.00,540.00,85.4,69.1,9.8,29.7,11.24,1
5.36,6.00,540.00,86,67.3,8.4,29.8,11.26,1
7.43,6.00,540.00,86,64.5,9.6,29.8,11.26,1
8.47,6.00,540.00,87.8,61.8,10.6,29.7,11.27,1
7.8,6.00,540.00,88.8,59.4,9.5,29.7,11.28,1
6.75,6.00,540.00,85.9,70.1,7.8,29.7,11.28,1
3.67,6.00,540.00,82.9,81.8,6,29.7,11.29,1
6.09,6.00,540.00,84.9,76.7,6,29.8,11.29,1
4.08,6.00,540.00,83.4,79.2,6.4,29.7,11.30,1
6.05,6.00,540.00,83.3,79.5,7.9,29.7,11.31,1
3.91,6.00,540.00,84.3,74.3,8.6,29.8,11.32,1
5.25,6.00,540.00,85.5,71.7,9.8,29.8,11.33,1
7.02,6.00,540.00,87.2,61.9,9.8,29.7,11.33,1
5.68,6.00,540.00,87.7,63,10.1,29.7,11.34,1
4.78,6.00,540.00,86.6,64.9,7.8,29.7,11.35,1
5.38,6.00,540.00,86.2,72,6.1,29.7,11.35,1
8.6,6.00,540.00,85.1,78.1,7,29.7,11.36,1
3.17,6.00,540.00,85.5,78.3,6.6,29.7,11.05,1
3.6,6.00,540.00,86,74.8,7.7,29.7,11.05,1
4.88,6.00,540.00,85.8,72.5,8.4,29.8,11.05,1
4.66,6.00,540.00,85,70.9,6.6,29.8,11.05,1
6.21,6.00,540.00,82.5,83.1,3.8,29.8,11.06,1
5.49,6.00,540.00,86,70.5,6.3,29.8,11.06,1
3.97,6.00,540.00,88.8,64.9,6.6,29.8,11.06,1
8.47,6.00,540.00,87.7,72.7,6.8,29.8,11.06,1
3.64,6.00,540.00,82.9,83,5.3,29.8,11.06,1
5.51,6.00,540.00,84,79,7.8,29.8,11.06,1
6.46,6.00,540.00,84.6,76.5,6.1,29.8,11.06,1
6.78,6.00,540.00,87.7,66.9,4.8,29.8,11.08,1
8.63,6.00,540.00,88.2,66.5,10,29.8,11.08,1
9.7,6.00,540.00,88.3,61.1,12.8,29.8,11.08,1
6.64,6.00,540.00,88.5,57.4,12.4,29.7,11.09,1
4.66,6.00,540.00,87.7,60.5,13.1,29.7,11.09,1
7.4,6.00,540.00,87,61,14.4,29.6,11.09,1
5.44,6.00,540.00,86.2,61.4,13.2,29.6,11.09,1
5.87,6.00,540.00,86.7,60.1,11.9,29.6,11.10,1
4.72,6.00,540.00,85.2,68.7,8.6,29.7,11.10,1
6.79,6.00,540.00,86.6,67.8,8.3,29.7,11.10,1
5.08,6.00,540.00,83.2,83.1,5.3,29.8,11.12,1
5.56,6.00,540.00,83.6,81.2,5.6,29.8,11.12,1
4.24,6.00,540.00,84.9,73.6,7,29.7,11.12,1
5.98,6.00,540.00,87.2,64.8,10.3,29.7,11.12,1
8.76,6.00,540.00,88.2,60.2,12.5,29.8,11.14,1
8.74,6.00,540.00,89,57.7,15.4,29.7,11.14,1
9.48,6.00,540.00,87.3,60.7,15.1,29.7,11.14,1
8.8,6.00,540.00,87.2,63,12.2,29.7,11.14,1
5.37,6.00,540.00,85,73.2,7.4,29.7,11.16,1
6.57,6.00,540.00,85.5,74,7.6,29.7,11.16,1
6.65,6.00,540.00,90.5 ,60.6 ,11.1 ,29.7 ,11.07,1
9.39,6.00,540.00,90.9 ,59.8 ,9.8 ,29.7 ,11.07,1
6.42,6.00,540.00,90.8 ,59.5 ,8.0 ,29.7 ,11.07,1
6.57,6.00,540.00,90.0 ,63.7 ,7.7 ,29.7 ,11.06,1
4.22,6.00,540.00,89.1 ,60.6 ,9.1 ,29.7 ,11.06,1
2.43,6.00,540.00,86.8 ,68.0 ,7.4 ,29.7 ,11.06,1
4.55,6.00,540.00,86.4 ,72.2 ,8.1 ,29.7 ,11.05,1
4.58,6.00,540.00,84.1 ,75.1 ,8.3 ,29.7 ,11.05,1
3.13,6.00,540.00,85.7 ,70.1 ,7.5 ,29.7 ,11.05,1
2.9,6.00,540.00,87.3 ,68.3 ,7.8 ,29.7 ,11.05,1
7.57,6.00,540.00,87.3 ,65.7 ,9.0 ,29.7 ,11.04,1
3.71,6.00,540.00,85.7 ,67.8 ,9.3 ,29.7 ,11.05,1
4.59,6.00,540.00,85.8 ,71.1 ,9.7 ,29.7 ,11.05,1
5.81,6.00,540.00,86.3 ,68.8 ,8.6 ,29.8 ,11.04,1
7.32,6.00,540.00,87.3 ,67.3 ,7.0 ,29.8 ,11.04,1
3.94,6.00,540.00,87.8 ,68.3 ,8.7 ,29.7 ,11.04,1
3.54,6.00,540.00,86.0 ,73.1 ,6.7 ,29.7 ,11.04,1
5.29,6.00,540.00,83.7 ,80.8 ,5.3 ,29.8 ,11.04,1
5.58,6.00,540.00,85.3 ,72.8 ,5.3 ,29.8 ,11.04,1
7.32,6.00,540.00,87.8 ,68.2 ,7.5 ,29.8 ,11.04,1
8.68,6.00,540.00,89.2 ,64.4 ,7.8 ,29.8 ,11.04,1
9.95,6.00,540.00,87.9 ,66.8 ,6.6 ,29.8 ,11.03,1
10.34,6.00,540.00,90.6 ,59.5 ,9.0 ,29.7 ,11.04,1
6.3,6.00,540.00,89.1 ,58.6 ,11.0 ,29.7 ,11.04,1
8.07,6.00,540.00,88.2 ,59.2 ,9.9 ,29.7 ,11.04,1
6.43,6.00,540.00,88.0 ,57.7 ,11.7 ,29.7 ,11.04,1
8.2,6.00,540.00,88.9 ,59.3 ,7.8 ,29.7 ,11.05,1
9.82,6.00,540.00,88.4 ,65.6 ,7.9 ,29.8 ,11.04,1
5.75,6.00,540.00,88.2 ,67.7 ,6.5 ,29.7 ,11.04,1
7.27,6.00,540.00,88.3 ,68.8 ,8.1 ,29.7 ,11.04,1
2.1,6.00,540.00,87.2 ,68.3 ,4.8 ,29.8 ,11.23,1
3.04,6.00,540.00,86.3 ,73.8 ,5.9 ,29.8 ,11.22,1
2.57,6.00,540.00,89.7 ,67.7 ,7.0 ,29.8 ,11.21,1
2.91,6.00,540.00,91.1 ,63.8 ,8.5 ,29.7 ,11.21,1
1.35,6.00,540.00,93.0 ,59.6 ,8.3 ,29.7 ,11.21,1
1.94,6.00,540.00,94.1 ,54.3 ,7.8 ,29.6 ,11.20,1
10.05,6.00,540.00,95.0 ,53.6 ,9.8 ,29.6 ,11.19,1
6.98,6.00,540.00,91.5 ,63.2 ,8.8 ,29.7 ,11.18,1
6.96,6.00,540.00,88.5 ,66.1 ,7.2 ,29.7 ,11.18,1
6.49,6.00,540.00,85.2 ,72.2 ,5.2 ,29.8 ,11.18,1
2.98,6.00,540.00,86.5 ,71.7 ,5.4 ,29.8 ,11.16,1
6.88,6.00,540.00,89.2 ,65.2 ,8.0 ,29.8 ,11.16,1
8.11,6.00,540.00,87.1 ,71.1 ,6.3 ,29.8 ,11.16,1
8.42,6.00,540.00,88.5 ,65.9 ,8.1 ,29.8 ,11.16,1
8,6.00,540.00,88.8 ,64.3 ,6.4 ,29.8 ,11.14,1
9.13,6.00,540.00,90.3 ,57.5 ,6.2 ,29.8 ,11.14,1
8.79,6.00,540.00,91.3 ,55.3 ,8.9 ,29.8 ,11.14,1
7.81,6.00,540.00,91.8 ,55.5 ,11.1 ,29.8 ,11.13,1
4.56,6.00,540.00,92.0 ,53.4 ,10.6 ,29.7 ,11.12,1
3.2,6.00,540.00,91.9 ,50.9 ,9.5 ,29.7 ,11.12,1
10.44,6.00,540.00,92.7 ,53.7 ,8.8 ,29.7 ,11.12,1
8.02,6.00,540.00,92.1 ,57.2 ,9.9 ,29.8 ,11.11,1
7.89,6.00,540.00,89.5 ,60.6 ,8.1 ,29.8 ,11.11,1
5.69,6.00,540.00,88.6 ,62.7 ,8.3 ,29.8 ,11.11,1
6.17,6.00,540.00,89.5 ,61.9 ,8.4 ,29.8 ,11.09,1
7.09,6.00,540.00,91.6 ,55.5 ,9.5 ,29.8 ,11.09,1
5.79,6.00,540.00,90.5 ,59.6 ,8.7 ,29.7 ,11.09,1
7.4,6.00,540.00,87.5 ,65.5 ,7.6 ,29.7 ,11.08,1
7.44,6.00,540.00,84.5 ,76.3 ,6.1 ,29.7 ,11.08,1
7.01,6.00,540.00,84.8 ,77.3 ,6.6 ,29.7 ,11.08,1
8.79,6.00,540.00,88.4 ,70.2 ,6.8 ,29.7 ,11.08,1
2.15,6.00,540.00,88.5 ,65.8 ,10.8 ,29.8 ,11.45,1
3.52,6.00,540.00,86.6 ,70.1 ,9.1 ,29.8 ,11.44,1
8.99,6.00,540.00,89.6 ,57.0 ,8.7 ,29.7 ,11.43,1
8.15,6.00,540.00,89.7 ,59.1 ,8.2 ,29.7 ,11.42,1
9.49,6.00,540.00,89.6 ,53.9 ,6.8 ,29.7 ,11.41,1
8.79,6.00,540.00,90.3 ,62.2 ,7.5 ,29.8 ,11.41,1
3.81,6.00,540.00,87.0 ,68.9 ,7.7 ,29.8 ,11.40,1
4.72,6.00,540.00,88.8 ,65.7 ,7.8 ,29.9 ,11.39,1
8.88,6.00,540.00,88.6 ,65.0 ,7.8 ,29.9 ,11.39,1
8.47,6.00,540.00,89.4 ,66.8 ,9.2 ,29.8 ,11.38,1
7.8,6.00,540.00,90.4 ,65.4 ,8.8 ,29.8 ,11.37,1
7.25,6.00,540.00,90.0 ,69.2 ,9.4 ,29.7 ,11.37,1
5.79,6.00,540.00,91.1 ,63.6 ,8.3 ,29.7 ,11.36,1
8.19,6.00,540.00,90.7 ,63.6 ,7.9 ,29.7 ,11.34,1
5.2,6.00,540.00,90.3 ,66.7 ,7.5 ,29.7 ,11.34,1
5.4,6.00,540.00,87.2 ,71.5 ,8.9 ,29.7 ,11.33,1
6.81,6.00,540.00,89.5 ,62.6 ,7.3 ,29.8 ,11.33,1
8.17,6.00,540.00,89.8 ,65.6 ,9.1 ,29.8 ,11.32,1
8.31,6.00,540.00,91.1 ,64.3 ,9.5 ,29.7 ,11.31,1
7.54,6.00,540.00,91.8 ,55.9 ,10.5 ,29.6 ,11.31,1
6.73,6.00,540.00,92.2 ,54.8 ,8.5 ,29.6 ,11.29,1
5.34,6.00,540.00,92.3 ,58.0 ,8.1 ,29.7 ,11.29,1
7.71,6.00,540.00,90.9 ,63.1 ,10.0 ,29.7 ,11.28,1
7.69,6.00,540.00,90.3 ,64.0 ,6.8 ,29.8 ,11.28,1
6.03,6.00,540.00,88.2 ,66.3 ,7.6 ,29.8 ,11.27,1
3.03,6.00,540.00,82.0 ,77.4 ,5.6 ,29.8 ,11.27,1
4.49,6.00,540.00,87.2 ,69.1 ,5.2 ,29.8 ,11.25,1
3.13,6.00,540.00,87.9 ,68.3 ,7.0 ,29.8 ,11.25,1
9.43,6.00,540.00,89.6 ,66.4 ,6.8 ,29.7 ,11.24,1
2.25,6.00,540.00,83.0 ,79.5 ,7.5 ,29.8 ,11.24,1
6.9,6.00,540.00,84.9 ,49.3 ,5.8 ,29.9 ,12.08,1
10.16,6.00,540.00,86.7 ,48.3 ,4.8 ,29.9 ,12.08,1
2.86,6.00,540.00,83.7 ,47.6 ,4.6 ,30.0 ,12.07,1
1.91,6.00,540.00,82.5 ,52.5 ,6.2 ,30.0 ,12.06,1
4.83,6.00,540.00,82.2 ,54.5 ,6.2 ,30.0 ,12.05,1
7.3,6.00,540.00,82.9 ,53.1 ,5.7 ,29.9 ,12.04,1
7.8,6.00,540.00,84.8 ,53.5 ,4.2 ,29.9 ,12.04,1
10.38,6.00,540.00,86.0 ,59.9 ,4.6 ,29.9 ,12.03,1
5.89,6.00,540.00,86.1 ,65.2 ,6.1 ,29.9 ,12.02,1
5.44,6.00,540.00,85.8 ,68.0 ,5.5 ,29.9 ,12.02,1
5.81,6.00,540.00,85.5 ,70.5 ,7.1 ,29.9 ,12.01,1
3.35,6.00,540.00,85.7 ,70.3 ,7.0 ,29.9 ,12.00,1
5.27,6.00,540.00,82.9 ,66.5 ,7.3 ,29.9 ,11.59,1
6.14,6.00,540.00,83.2 ,56.9 ,6.5 ,29.8 ,11.58,1
4.5,6.00,540.00,82.4 ,67.5 ,2.8 ,29.8 ,11.57,1
7.29,6.00,540.00,87.3 ,62.5 ,7.2 ,29.9 ,11.57,1
7.26,6.00,540.00,85.7 ,67.3 ,7.7 ,29.9 ,11.56,1
3.75,6.00,540.00,86.4 ,67.1 ,7.2 ,29.8 ,11.55,1
3.47,6.00,540.00,86.0 ,68.9 ,9.2 ,29.8 ,11.55,1
2.81,6.00,540.00,86.9 ,67.8 ,8.4 ,29.8 ,11.54,1
8.19,6.00,540.00,87.1 ,68.7 ,9.6 ,29.8 ,11.53,1
7.12,6.00,540.00,87.9 ,67.4 ,9.6 ,29.7 ,11.52,1
9.29,6.00,540.00,87.8 ,68.0 ,9.9 ,29.7 ,11.51,1
7.17,6.00,540.00,88.2 ,69.0 ,8.3 ,29.7 ,11.50,1
6.76,6.00,540.00,88.1 ,69.1 ,9.1 ,29.8 ,11.50,1
0.85,6.00,540.00,88.7 ,66.9 ,9.6 ,29.8 ,11.49,1
7.22,6.00,540.00,88.1 ,67.9 ,9.0 ,29.8 ,11.48,1
8.16,6.00,540.00,87.6 ,67.0 ,10.9 ,29.8 ,11.48,1
6.37,6.00,540.00,88.0 ,61.4 ,9.3 ,29.8 ,11.47,1
7.06,6.00,540.00,86.2 ,70.0 ,8.7 ,29.8 ,11.46,1
7.41,6.00,540.00,88.6 ,67.2 ,10.2 ,29.8 ,11.46,1
2.31,6.00,540.00,80.8 ,47.9 ,2.8 ,29.8 ,12.28,1
2.53,6.00,540.00,84.0 ,51.6 ,3.4 ,29.8 ,12.27,1
4.06,6.00,540.00,85.2 ,64.5 ,5.2 ,29.8 ,12.26,1
3.38,6.00,540.00,84.3 ,74.3 ,5.7 ,29.8 ,12.25,1
3,6.00,540.00,82.8 ,75.3 ,5.3 ,29.8 ,12.25,1
2.76,6.00,540.00,83.8 ,78.3 ,6.0 ,29.8 ,12.25,1
4.69,6.00,540.00,84.3 ,72.9 ,7.7 ,29.8 ,12.23,1
5.22,6.00,540.00,85.4 ,72.3 ,7.3 ,29.8 ,12.23,1
4.48,6.00,540.00,84.9 ,74.0 ,8.5 ,29.8 ,12.22,1
2.46,6.00,540.00,84.8 ,71.8 ,8.0 ,29.8 ,12.22,1
5.07,6.00,540.00,85.7 ,68.0 ,8.3 ,29.8 ,12.21,1
6.34,6.00,540.00,85.8 ,70.8 ,8.7 ,29.8 ,12.20,1
5.34,6.00,540.00,85.2 ,72.3 ,7.9 ,29.8 ,12.20,1
4.41,6.00,540.00,86.4 ,70.7 ,6.7 ,29.8 ,12.19,1
1.46,6.00,540.00,79.8 ,84.0 ,5.8 ,29.9 ,12.18,1
3.78,6.00,540.00,80.0 ,71.5 ,5.6 ,29.9 ,12.17,1
2.96,6.00,540.00,80.3 ,61.2 ,8.4 ,29.9 ,12.17,1
3.98,6.00,540.00,81.8 ,55.9 ,7.4 ,29.9 ,12.17,1
5.23,6.00,540.00,84.3 ,55.5 ,5.8 ,29.9 ,12.15,1
5.49,6.00,540.00,83.4 ,55.8 ,7.3 ,29.9 ,12.15,1
6.78,6.00,540.00,83.3 ,54.7 ,6.0 ,29.9 ,12.14,1
7.06,6.00,540.00,83.9 ,53.2 ,7.1 ,29.9 ,12.14,1
5.56,6.00,540.00,83.8 ,50.8 ,4.5 ,29.9 ,12.12,1
4.72,6.00,540.00,85.1 ,51.2 ,4.8 ,29.9 ,12.12,1
8.74,6.00,540.00,82.7 ,48.0 ,9.2 ,29.9 ,12.11,1
8.28,6.00,540.00,79.0 ,51.5 ,7.1 ,30.0 ,12.11,1
4.21,6.00,540.00,77.7 ,53.0 ,7.4 ,30.0 ,12.09,1
2.96,6.00,540.00,81.2 ,48.8 ,6.4 ,30.0 ,12.09,1
1.61,6.00,540.00,75.9 ,60.5 ,5.8 ,30.0 ,12.40,1
2.91,6.00,540.00,77.2 ,59.5 ,5.8 ,30.0 ,12.40,1
1.94,6.00,540.00,80.2 ,57.3 ,6.9 ,30.0 ,12.40,1
1.97,6.00,540.00,81.3 ,54.6 ,7.7 ,29.9 ,12.39,1
2.36,6.00,540.00,80.2 ,59.1 ,6.9 ,29.9 ,12.39,1
2.61,6.00,540.00,79.6 ,58.6 ,7.0 ,29.9 ,12.39,1
1.09,6.00,540.00,77.4 ,53.1 ,5.8 ,29.9 ,12.39,1
2.17,6.00,540.00,79.7 ,52.0 ,7.1 ,29.9 ,12.38,1
2.12,6.00,540.00,82.2 ,54.7 ,7.2 ,29.9 ,12.38,1
3.56,6.00,540.00,82.2 ,65.8 ,7.3 ,29.9 ,12.38,1
2.44,6.00,540.00,78.8 ,79.5 ,7.3 ,29.9 ,12.37,1
2.9,6.00,540.00,80.8 ,77.6 ,4.5 ,29.8 ,12.37,1
3.48,6.00,540.00,82.4 ,78.7 ,4.9 ,29.8 ,12.36,1
3.93,6.00,540.00,83.0 ,73.4 ,5.2 ,29.8 ,12.37,1
1.4,6.00,540.00,82.4 ,69.5 ,5.7 ,29.8 ,12.36,1
2.8,6.00,540.00,82.2 ,63.8 ,4.1 ,29.8 ,12.36,1
2.39,6.00,540.00,81.5 ,67.9 ,5.7 ,29.9 ,12.35,1
2.51,6.00,540.00,81.0 ,59.1 ,7.8 ,29.9 ,12.35,1
3.03,6.00,540.00,79.4 ,57.3 ,4.3 ,29.9 ,12.34,1
2.75,6.00,540.00,79.4 ,55.8 ,5.1 ,29.9 ,12.33,1
1.79,6.00,540.00,80.2 ,51.4 ,6.4 ,29.9 ,12.33,1
3.28,6.00,540.00,79.8 ,52.2 ,4.8 ,29.8 ,12.32,1
2.78,6.00,540.00,82.0 ,51.6 ,4.5 ,29.8 ,12.32,1
4.02,6.00,540.00,82.0 ,54.4 ,7.0 ,29.8 ,12.31,1
